"state","name","totpop","totpop80","urban90","urban80","negtot","multot","quadtot","octopop","chitot","japtot","cindtot","pbnwnpme","pbnwnpnh","pbnwnpvt","pbnwnpma","pbnwnpri","pbnwnpct","pbnwnpny","pbnwnpnj","pbnwnppa","pbnwnpde","pbnwnpmd","pbnwnpdc","pbnwnpva","pbnwnpwv","pbnwnpnc","pbnwnpsc","pbnwnpga","pbnwnpfl","pbnwnpoh","pbnwnpin","pbnwnpil","pbnwnpmi","pbnwnpwi","pbnwnpmn","pbnwnpia","pbnwnpmo","pbnwnpnd","pbnwnpsd","pbnwnpne","pbnwnpks","pbnwnpky","pbnwnptn","pbnwnpal","pbnwnpms","pbnwnpla","pbnwnptx","pbnwnpit","pbnwnpok","pbnwnpar","pbnwnpmt","pbnwnpwy","pbnwnpco","pbnwnpnm","pbnwnpaz","pbnwnput","pbnwnpnv","pbnwnpid","pbnwnpwa","pbnwnpor","pbnwnpca","pbnwnpak","pbnwnpun","pbnwnpse","pbnwnpab","pbnwfpme","pbnwfpnh","pbnwfpvt","pbnwfpma","pbnwfpri","pbnwfpct","pbnwfpny","pbnwfpnj","pbnwfppa","pbnwfpde","pbnwfpmd","pbnwfpdc","pbnwfpva","pbnwfpwv","pbnwfpnc","pbnwfpsc","pbnwfpga","pbnwfpfl","pbnwfpoh","pbnwfpin","pbnwfpil","pbnwfpmi","pbnwfpwi","pbnwfpmn","pbnwfpia","pbnwfpmo","pbnwfpnd","pbnwfpsd","pbnwfpne","pbnwfpks","pbnwfpky","pbnwfptn","pbnwfpal","pbnwfpms","pbnwfpla","pbnwfptx","pbnwfpit","pbnwfpok","pbnwfpar","pbnwfpmt","pbnwfpwy","pbnwfpco","pbnwfpnm","pbnwfpaz","pbnwfput","pbnwfpnv","pbnwfpid","pbnwfpwa","pbnwfpor","pbnwfpca","pbnwfpak","pbnwfpun","pbnwfpse","pbnwfpab","pbncolme","pbncolnh","pbncolvt","pbncolma","pbncolri","pbncolct","pbncolny","pbncolnj","pbncolpa","pbncolde","pbncolmd","pbncoldc","pbncolva","pbncolwv","pbncolnc","pbncolsc","pbncolga","pbncolfl","pbncoloh","pbncolin","pbncolil","pbncolmi","pbncolwi","pbncolmn","pbncolia","pbncolmo","pbncolnd","pbncolsd","pbncolne","pbncolks","pbncolky","pbncoltn","pbncolal","pbncolms","pbncolla","pbncoltx","pbncolit","pbncolok","pbncolar","pbncolmt","pbncolwy","pbncolco","pbncolnm","pbncolaz","pbncolut","pbncolnv","pbncolid","pbncolwa","pbncolor","pbncolca","pbncolak","pbncolun","pbncolse","pbncolab","pbcanada","pbmexico","pbcentam","pbsoamer","pbcubawi","pbenglan","pbscot","pbwales","pbgrbrit","pbirelan","pbgerman","pbaustri","pbhollan","pbbelg","pbluxemb","pbswitz","pbnorway","pbsweden","pbdenmar","pbrussia","pbhungar","pbbohem","pbpoland","pbfrance","pbitaly","pbspain","pbportug","pbgreece","pbasia","pbchina","pbjapan","pbindia","pbafrica","pbatlisl","pbaustra","pbeurns","pbpacifi","pbhawaii","pbturkey","pbsea","pbothfor","dwell1","dwell2","dwell3","dwell4","dwell5","dwell6","dwell7","dwell8","dwell9","dwell10","dwel1115","dwel1620","dwell21","family1","family2","family3","family4","family5","family6","family7","family8","family9","family10","fam1115","fam1620","family21","cerealac","cereals","msingle","mmarried","mwidowed","mdivorce","munkms","fsingle","fmarried","fwidowed","fdivorce","funkms","order","fips","region1","region2","level"
48,"SOUTH CAROLINA",1151149,995577,78915,60020,621781,53400,8120,5633,34,0,173,112,44,39,248,56,139,470,122,229,25,225,30,836,19,10696,426110,3497,198,121,44,42,30,7,1,22,30,0,3,3,5,137,423,534,223,61,98,3,0,73,3,5,2,0,1,0,0,0,2,0,3,0,222,0,2,15,2,5,42,5,18,336,44,90,1,47,5,56,0,173,9484,186,17,25,3,9,6,3,2,2,4,0,1,0,1,11,24,17,8,11,6,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,4,2,0,7,2,0,19,4,9,31,5,39,4,142,20,1802,8,5455,677175,3112,163,18,6,6,1,0,2,0,16,0,0,0,2,33,107,223,130,29,19,2,0,3,0,0,0,3,1,0,0,0,0,0,3,0,409,2,2,159,2,2,24,56,594,293,7,3,1665,2502,75,7,11,0,47,23,60,36,178,13,11,63,138,106,25,7,37,6,23,0,5,30,5,0,44,1,0,1,7,4,8821,25149,30829,31126,30554,25046,21051,16514,11766,9384,6283,464,208,9584,27321,32819,32415,31435,25303,21047,16422,11588,9300,5381,252,74,1774438,17475090,378798,182524,10637,210,168,352076,184968,40617,483,668,16,45,5,3,2
49,"TEXAS",2235523,1591749,225346,80682,422447,55319,6219,4186,710,3,704,673,302,533,1064,142,492,5545,717,4558,194,1598,179,15122,1060,17023,14140,53986,2585,8336,10279,19554,1872,1042,509,3238,41221,51,48,542,3368,39579,96095,81997,58976,24862,835280,1278,8,42435,67,27,316,371,51,59,40,49,69,158,1107,15,15994,8,66,111,39,84,490,33,140,3158,290,1737,26,317,66,552,81,302,454,611,125,1811,995,2786,742,750,240,678,2593,21,16,101,540,1030,1253,1147,1006,3525,154628,85,2,583,24,18,88,260,29,11,16,3,9,12,276,1,1643,13,35,11,10,5,38,9,9,80,15,142,18,951,117,9379,58,7512,5858,12142,615,244,155,250,27,19,14,51,2871,0,0,24,136,4046,9330,17619,10291,10511,380335,517,0,4687,5,1,9,20,1,8,0,5,4,7,30,1,9901,2,11,2866,51559,52,163,262,9441,2172,321,2,8201,48843,8758,130,216,3,1711,1313,2806,649,977,228,3215,1591,2730,2107,259,89,145,60,695,3,72,201,33,100,782,26,3,53,111,8,12046,37985,51445,58115,59278,51694,43172,33207,23136,18482,12120,1238,504,12775,41948,55133,60444,60413,51893,42909,32811,22603,17961,10897,1026,438,3969444,86088639,777933,362324,26848,1497,3951,629785,360756,69228,2568,633,36,48,7,4,2
51,"KENTUCKY",1858635,1648690,276454,198603,216085,46152,3577,2257,28,3,71,232,130,153,519,48,205,2033,404,3503,85,996,117,22039,2481,5925,733,1525,88,18401,16661,5534,525,198,105,389,4258,22,11,84,459,1267335,40358,1308,1168,584,834,19,3,1003,10,5,40,10,1,4,10,1,9,20,130,0,6182,2,19,40,15,40,257,28,89,1774,170,1856,24,447,43,660,145,81,52,82,22,13057,5529,921,251,224,43,167,587,9,3,16,86,95501,955,185,111,433,47,3,0,47,4,5,10,5,0,2,0,0,4,3,37,0,217,15,2,2,0,1,11,3,2,36,7,94,3,179,38,5095,82,787,241,424,32,491,511,329,26,10,7,15,494,3,0,5,24,246225,8439,502,538,219,80,8,0,100,1,0,4,3,0,0,0,0,2,2,6,0,2975,0,1,1173,28,7,12,25,4162,1010,380,0,13926,32620,314,135,97,1,1892,120,184,92,390,67,58,176,1168,707,31,10,4,17,27,1,25,10,5,27,384,2,0,13,54,2,5537,30707,46693,52192,51469,43648,35559,26860,18332,13380,10017,1084,512,7449,38473,53711,57019,54111,44373,35306,26120,17304,12569,7243,508,277,4556098,98511733,603227,313436,23692,1260,1143,534740,313880,63997,2461,799,31,21,6,4,2
52,"MARYLAND",1042390,934943,465479,351665,181296,31094,2078,1189,189,7,44,595,167,181,953,144,479,3263,1683,21959,7141,508854,3222,15657,3396,864,306,349,70,1620,339,478,193,116,39,113,355,5,11,38,93,318,186,137,109,200,87,7,13,38,8,5,35,7,4,1,5,5,102,8,93,0,2218,3,13,86,13,30,464,62,143,2594,525,4687,364,141600,1047,1688,556,92,113,93,28,574,121,235,113,83,19,73,129,3,4,14,37,113,54,32,28,95,26,2,11,4,4,0,11,4,3,2,6,0,21,3,57,4,328,13,10,12,2,5,69,15,32,160,95,851,566,196075,877,13162,423,703,200,148,32,80,8,18,4,10,6,3,37,3,0,1,0,76,52,54,40,58,37,4,2,10,0,2,1,2,1,1,1,0,15,11,8,0,1413,1,2,1020,22,22,99,263,5590,2323,761,1,18735,52436,1388,122,60,6,300,164,305,130,4258,207,1554,1797,623,1416,53,27,16,16,205,7,9,22,43,31,120,29,3,9,86,18,3551,15871,23991,27766,28497,24553,20152,14994,10164,7285,6404,578,398,5403,23662,31313,32738,31161,24956,19405,13853,8945,6270,3974,270,229,1239428,25764098,322428,178195,14125,321,622,303348,179888,42583,582,298,11,24,5,3,2
53,"OKLAHOMA",61834,NA,0,NA,2156,688,77,52,25,0,10,75,25,122,82,15,49,991,99,1198,15,108,3,769,244,405,86,476,16,3344,3844,4794,569,398,165,2644,6889,35,18,494,8608,2438,1833,444,454,143,5057,990,1130,1441,24,5,125,56,5,2,5,29,14,28,89,0,661,0,1,8,3,6,28,2,7,329,28,185,4,31,4,27,11,3,3,7,5,370,231,515,124,193,61,365,378,20,5,173,841,86,31,14,14,17,168,44,104,31,1,0,28,9,0,1,1,1,2,4,19,0,20,1,0,0,0,0,1,1,0,4,0,22,2,14,0,121,2,87,43,68,6,20,15,38,3,1,0,4,154,0,0,5,599,371,643,80,232,134,156,11,37,66,0,0,1,0,0,0,0,1,0,0,1,0,33,0,1,420,11,1,1,2,290,118,19,0,329,739,56,6,5,0,54,36,138,37,57,22,259,4,82,11,1,1,1,2,24,0,1,3,0,3,3,0,0,0,4,0,2534,2072,2246,2197,1835,1395,1100,678,414,290,156,23,2,2555,2115,2282,2227,1835,1403,1092,669,402,278,144,21,6,19883,341848,21598,12005,996,99,35,14888,11244,912,49,8,37,40,7,4,2
54,"TENNESSEE",1767518,1542359,202337,99527,356215,65222,5485,3756,51,6,146,315,185,257,612,88,297,2759,341,3136,64,715,83,19021,366,24706,4717,12883,264,7786,4931,3714,1318,569,309,649,3125,44,20,106,415,20636,1132256,13924,10741,901,1666,38,1,3323,23,6,54,14,5,8,4,3,15,32,144,2,5885,1,4,50,21,39,143,20,61,1152,74,1073,18,189,30,514,28,313,208,306,41,2007,785,614,424,248,111,165,471,23,19,27,40,1001,21483,395,480,309,69,3,1,133,5,1,9,2,0,3,3,1,5,3,21,0,113,0,3,2,0,5,24,4,6,38,5,110,11,454,59,10408,45,7614,3471,9896,122,271,135,209,21,21,14,19,781,4,0,2,29,5890,363058,7726,13638,691,299,23,2,1351,1,1,7,3,0,2,2,0,2,2,13,0,4259,0,1,1020,35,12,57,35,2852,704,620,5,5016,5364,180,47,21,5,1027,41,332,92,463,257,13,182,490,788,17,4,8,11,54,4,13,34,7,19,158,8,2,6,23,3,6068,31550,45237,49258,48355,41449,34470,26026,17742,12657,9213,715,396,7098,36607,49921,52031,49754,41580,34055,25357,17049,12105,7896,489,252,4288082,79527869,577598,290440,21198,1154,1195,515379,291665,65859,2660,370,32,47,6,4,2
56,"WEST VIRGINIA",762794,618457,53038,30737,23336,7583,758,1013,15,3,9,213,43,73,343,21,109,991,351,14399,112,5720,140,85654,523019,1215,85,102,13,27188,772,442,100,55,62,380,524,8,10,52,277,4962,650,58,43,58,76,3,1,49,5,1,12,3,1,1,4,1,5,6,41,0,1753,4,4,29,9,19,96,22,18,510,94,2566,25,1415,53,2621,28665,34,19,13,3,3966,98,98,38,24,7,42,57,0,0,6,15,238,37,7,12,25,23,1,0,4,3,1,2,1,0,1,4,0,2,0,7,0,78,2,1,4,0,0,6,0,1,11,3,178,1,290,33,12376,18189,447,43,40,4,447,5,5,6,0,0,2,11,0,0,0,1,168,65,25,24,16,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,274,0,2,374,6,0,8,10,2700,914,398,0,4799,7292,221,22,36,0,610,7,72,44,126,236,6,69,213,632,3,0,4,1,23,0,3,7,6,7,12,0,0,4,17,1,2080,11751,18219,20792,20708,18101,14880,11425,7906,5530,4536,314,136,2372,13396,19898,21978,21253,18241,14753,11199,7709,5360,3895,209,96,1151578,20554325,253962,127829,7487,359,648,225733,127576,18389,674,137,14,54,5,3,2
61,"ARIZONA",59620,40440,0,0,932,390,20,15,1170,1,1512,318,103,123,300,26,85,1170,134,738,19,123,33,315,63,141,50,200,19,970,566,1040,258,207,62,540,1496,7,3,50,375,514,441,245,190,115,1428,37,1,424,18,20,153,977,5786,1787,126,106,30,136,1827,0,186,0,9,46,8,23,144,9,18,566,57,234,6,36,11,29,4,9,9,10,4,236,81,270,125,122,20,72,231,9,3,25,68,50,27,10,13,44,179,3,0,10,8,25,47,283,8383,1048,123,62,12,28,1144,1,33,2,7,3,1,0,3,1,2,19,10,51,5,149,27,240,2,41,58,46,7,28,14,18,3,2,2,5,54,0,0,2,7,136,111,24,18,25,75,18,0,7,0,0,0,14,1297,1,2,0,0,0,171,0,9,0,0,732,11534,11,33,14,1117,318,85,0,1171,1188,105,17,17,0,144,59,168,180,53,9,3,13,296,207,21,19,7,0,1199,3,3,10,2,38,4,6,3,0,6,0,2198,2124,1849,1743,1562,1143,880,619,479,470,171,61,39,2250,2184,1895,1795,1572,1130,869,622,466,457,157,59,39,22701,470058,25972,9536,918,104,41,12628,8764,1595,62,0,43,4,8,5,2
62,"COLORADO",412198,194327,152795,50449,4056,1778,229,152,1398,10,107,2775,960,1961,3733,410,1502,16317,1494,14187,277,1232,163,3207,1165,1288,245,1132,99,18961,10959,20991,4621,4070,1154,15229,17877,119,82,4057,10358,5005,2777,561,610,559,1623,212,2,1149,93,236,51512,8845,49,561,109,60,34,481,736,3,6239,2,65,409,112,415,1323,157,382,7596,794,5748,57,511,90,296,112,61,46,84,23,4724,1538,6960,2193,2942,536,4072,3435,58,50,1595,2585,569,258,67,110,253,295,31,2,85,72,245,27147,420,33,556,100,31,26,52,359,2,161,13,23,8,0,2,43,1,5,51,11,70,47,72,18,176,13,183,66,285,16,121,99,245,30,39,262,707,640,34,0,9,322,475,255,342,152,98,117,27,0,81,3,9,827,66,3,7,1,0,0,8,60,0,138,0,2,9142,607,3,42,57,14406,4339,2082,1,12352,15151,2700,192,136,3,1255,893,9659,1650,1306,359,212,272,1328,3882,50,28,27,30,1447,13,29,24,12,101,82,20,2,14,82,0,6919,10998,12411,12665,11353,8167,5883,4045,2693,2984,1630,753,626,7357,12251,13553,13422,11853,8186,5818,3882,2517,2956,1255,664,562,351086,7259621,161033,75735,6044,736,1699,87490,69100,9575,712,74,41,8,8,5,2
63,"IDAHO",84385,32610,0,0,100,53,30,18,2007,0,159,556,98,234,289,34,143,1672,135,1416,22,95,51,588,161,373,51,140,5,1995,1522,2650,606,729,377,2420,3505,74,30,441,1415,811,635,114,115,178,446,42,0,679,241,112,271,14,25,4204,235,11521,715,1876,802,0,528,2,7,106,22,56,159,16,42,899,75,563,6,63,15,66,26,10,6,10,5,425,150,709,303,618,533,514,392,52,32,189,232,73,21,15,14,244,40,1,0,27,104,146,98,13,16,4797,175,8154,87,296,495,1,29,3,11,1,0,0,1,0,0,3,1,7,0,3,3,12,0,9,3,7,0,6,3,4,5,1,2,4,12,2,0,1,2,15,7,6,5,3,1,1,0,2,6,2,1,0,1,27,3,144,18,17,11,0,13,0,0,1791,30,0,6,7,3138,643,770,0,1917,1939,130,23,41,1,528,741,1524,1241,113,9,11,15,178,509,18,20,4,2,2018,0,2,16,8,24,0,16,2,2,18,1,2562,2440,2482,2312,2198,1694,1344,994,658,632,323,151,62,2583,2528,2556,2383,2265,1697,1357,982,649,623,315,119,56,98175,2036655,35393,14500,1120,191,86,18799,12987,1191,111,7,46,16,8,5,2
64,"MONTANA",132159,39159,24557,0,1086,257,93,54,2532,6,860,1389,257,516,780,58,252,3891,356,3075,63,321,54,837,188,191,92,158,16,3858,1977,3420,1475,1976,1623,3466,5124,201,159,415,996,1268,508,110,84,99,338,31,1,155,11292,2,0,1,0,7,0,0,1,1825,592,0,2446,3,35,333,60,200,560,52,116,2369,274,1744,12,126,44,110,48,24,25,18,9,1101,412,1694,1850,1943,1763,1312,845,251,209,243,290,133,61,22,17,58,52,16,2,20,9697,105,282,22,8,760,390,213,59,127,522,0,341,3,12,0,0,0,5,0,3,23,6,52,2,85,24,202,7,51,48,38,6,58,17,24,10,5,25,14,136,39,15,7,20,114,93,27,26,27,28,4,1,12,629,5,4,0,0,2,2,5,3,6,12,0,196,0,4,9040,49,13,13,11,6480,1588,719,1,6648,5609,939,103,64,2,468,1957,3771,683,719,48,98,93,478,734,6,25,11,5,2564,7,13,11,4,47,16,19,1,9,29,1,3953,4114,3939,3675,3285,2287,1627,1166,847,980,510,279,272,4014,4336,4156,3813,3388,2327,1619,1111,814,922,441,275,285,77162,2168665,62445,22772,1706,253,706,23341,18766,1906,217,47,39,30,8,5,2
65,"NEVADA",45761,62266,8511,10917,140,77,12,13,2833,3,3599,593,98,238,296,32,94,1034,113,549,10,77,15,193,41,48,10,32,5,820,327,696,261,178,18,464,744,2,0,51,95,274,158,29,24,31,50,2,0,51,22,10,36,10,18,403,4783,42,16,94,1521,1,72,1,2,127,17,51,226,14,44,698,106,330,8,56,13,26,5,4,2,8,6,204,52,256,139,190,20,132,137,0,4,22,31,36,18,13,1,53,14,1,0,5,13,22,31,3,13,381,7232,28,12,26,1570,0,2,2,2,1,0,0,1,1,1,4,1,2,1,10,5,22,0,6,4,1,0,7,2,7,3,1,3,1,16,0,0,0,4,9,6,6,2,4,5,0,0,4,0,0,0,0,0,1,2516,2,0,3,91,0,1111,0,1,1662,121,1,31,14,2149,360,212,0,2646,1563,135,4,12,0,429,69,314,332,39,6,11,39,226,1129,97,197,7,1,2792,3,8,1,21,39,9,12,2,2,11,0,1857,1589,1313,1269,1171,847,603,429,293,384,155,88,68,1861,1638,1394,1293,1178,856,594,418,275,368,148,78,69,15530,424846,19990,8023,771,166,264,8924,6282,1051,125,165,45,32,8,5,2
66,"NEW MEXICO",153593,119565,0,0,970,419,236,331,361,3,8554,200,82,149,216,33,82,1025,94,962,27,114,29,388,91,142,49,198,24,1237,772,1291,268,222,54,614,1893,10,6,117,869,615,560,284,228,129,4256,66,0,496,8,16,1076,99326,150,191,32,24,7,31,338,0,223,0,6,31,7,40,104,15,33,577,40,533,4,45,10,38,11,3,8,10,9,341,128,499,151,168,46,172,326,9,0,50,264,58,55,17,38,58,485,10,0,29,1,12,273,7498,75,79,11,6,5,8,129,0,18,2,0,0,0,0,3,1,1,8,3,23,2,48,13,122,3,46,23,38,1,26,9,14,4,3,3,9,107,0,0,3,37,130,93,23,22,27,94,20,0,20,0,2,22,9430,9,2,1,0,5,0,3,0,22,0,0,681,4504,1,10,16,1258,436,122,0,966,1413,172,46,35,2,122,42,149,54,73,9,8,24,284,355,23,14,1,7,369,4,7,5,2,12,5,14,0,1,13,0,2757,5522,6176,5649,4979,3455,2370,1586,937,800,323,67,50,2832,5871,6519,5901,5138,3456,2339,1543,853,734,232,43,43,61340,1157383,50985,29343,2479,207,41,36431,28931,4877,290,9,42,35,8,5,2
67,"UTAH",207905,143963,59732,20768,379,145,29,35,806,4,608,429,160,315,630,52,250,2417,328,1671,57,179,46,567,95,258,87,303,13,2142,1000,2463,517,416,176,1770,1291,29,17,447,539,599,534,209,166,60,234,14,0,71,119,194,493,63,117,43306,252,352,23,74,538,3,2354,1,12,56,25,57,225,24,50,1188,133,753,18,63,16,43,12,12,6,13,5,508,136,866,337,295,167,630,540,12,24,269,150,76,32,9,16,44,33,2,0,14,74,318,272,17,81,75801,335,349,21,27,351,0,803,4,2,4,0,1,1,2,2,6,2,8,1,34,9,40,0,11,5,9,1,8,4,4,6,5,0,2,41,0,1,1,5,39,22,19,6,11,18,3,0,5,0,6,7,1,1,674,20,5,0,0,1,0,24,0,0,1222,19,5,15,9,20899,3474,2387,6,2045,2121,109,254,13,0,1336,1854,5986,9023,290,23,8,20,205,347,12,26,3,12,808,5,15,77,8,118,20,78,156,2,53,1,1733,4237,4672,5021,5167,4315,3730,2918,2158,1804,1207,190,133,1899,4824,5269,5405,5365,4401,3716,2867,2089,1787,940,144,110,122878,2395744,74266,33823,1802,214,358,57408,33790,5708,492,44,44,49,8,5,2
68,"WYOMING",60705,20789,11690,0,671,195,37,19,465,0,43,309,187,364,531,67,164,2072,177,1995,34,198,28,395,139,100,30,105,35,2196,1176,2366,602,817,256,2813,2035,65,143,1398,1091,506,272,75,87,58,490,31,1,190,82,4008,843,104,22,547,72,151,20,95,205,0,563,0,15,109,19,120,218,33,80,1101,92,927,7,114,13,55,27,11,9,26,19,614,188,1047,343,586,181,813,465,37,73,618,252,76,35,16,8,24,80,8,0,17,37,4376,311,23,10,1026,21,120,6,23,76,0,26,3,1,0,0,1,1,0,2,10,2,16,2,45,6,168,3,20,21,21,8,48,7,17,2,6,4,10,115,0,0,14,42,74,67,23,18,14,25,3,0,10,1,92,9,9,1,0,0,1,1,0,1,0,7,0,0,1314,23,1,1,8,3147,1380,533,1,1900,2037,232,17,19,0,106,345,1357,680,794,17,31,18,127,259,8,7,1,8,474,0,9,9,1,15,7,2,3,7,15,0,1501,1481,1564,1568,1764,1102,802,602,419,671,210,103,93,1518,1565,1627,1639,1818,1092,780,584,408,677,179,96,82,21815,502085,27706,10308,859,144,326,11634,8777,823,105,23,40,56,8,5,2
71,"CALIFORNIA",1208130,864694,495086,323966,6542,2648,868,1264,72472,1147,11517,13906,3561,5087,12592,1417,3487,33021,2729,14830,432,2257,483,5461,960,1668,713,1373,147,23441,12827,23295,7297,5722,2517,14655,24350,206,187,2133,6123,8175,6222,1361,1522,1321,4220,128,6,3033,283,154,839,366,364,699,1923,223,664,4742,225838,52,8439,14,264,1699,329,721,7052,595,1090,19452,1750,6302,125,944,277,616,133,170,210,171,50,5303,1882,7762,2895,3830,1801,3665,3874,139,110,879,1527,1013,444,245,197,1464,880,26,3,181,170,106,573,181,324,698,2439,164,370,1131,233363,52,830,44,139,18,3,5,94,8,22,203,28,185,25,196,74,615,16,660,179,254,27,105,22,102,17,17,4,52,625,2,1,7,125,361,349,176,140,178,619,9,1,109,3,3,28,35,3,12,87,0,5,83,16642,15,1143,2,8,26028,7164,309,1366,670,35457,9299,1860,46,63138,61472,3687,760,663,24,9743,3702,10923,7764,3140,369,243,914,11855,15495,836,9859,259,164,71066,1224,202,139,2587,1905,194,622,674,202,277,8,22432,31321,34771,35329,31967,24263,17850,12613,8296,8241,5333,1749,1760,23720,35179,38297,37691,33424,24558,17669,12205,7907,7978,4095,1454,1533,3812751,62516320,455250,216029,19222,2586,6972,272694,194621,37666,2393,697,49,6,9,5,2
72,"OREGON",313767,174768,56917,17577,557,287,134,208,9540,25,1258,1708,426,907,1372,141,502,6959,586,5200,88,553,207,2200,460,1109,130,363,32,9842,7549,11548,2853,2873,1859,10363,13970,198,177,1931,4829,3145,3219,253,271,196,1031,72,0,1509,251,101,483,41,30,240,369,540,2507,87783,7007,5,3877,4,100,220,36,105,468,53,106,2460,210,1375,25,152,86,137,42,36,14,25,11,1677,766,2465,1204,2643,1617,2111,1297,245,191,730,1087,224,99,19,49,98,123,4,3,61,72,32,178,13,16,236,209,155,672,22653,3163,11,223,8,52,1,1,0,11,2,3,31,2,24,4,22,7,47,2,22,21,32,4,32,7,30,10,3,6,4,62,0,0,1,14,30,33,18,6,15,10,1,0,4,3,0,2,0,1,5,21,21,43,1414,160,1,318,0,3,6460,49,9,58,31,5668,2242,374,11,4891,12475,664,244,261,4,2083,2271,3774,1288,2583,73,79,96,842,589,24,115,78,30,9465,29,20,20,19,145,66,106,32,4,45,0,6343,7068,8500,9395,8883,6722,5070,3551,2359,1908,1395,359,372,6546,7945,9248,9893,9091,6743,4994,3410,2237,1835,1184,316,349,828706,16423768,118827,56262,4853,752,1146,73129,52312,5874,537,75,48,41,9,5,2
73,"WASHINGTON",349390,75116,98765,0,1044,371,101,86,3260,360,3655,4619,757,1495,2441,256,769,11310,950,8292,151,730,124,2017,563,1147,175,542,81,11230,7968,13134,5339,5970,5273,11200,10881,585,500,2228,6521,2879,2866,360,349,202,1970,125,1,1401,278,116,707,84,45,248,302,612,33362,10634,5569,15,6103,6,80,965,115,252,986,113,193,4714,352,2801,41,260,74,166,70,36,40,55,27,2596,974,4458,3386,5466,5755,3304,1389,632,557,1005,1626,278,167,56,50,121,309,14,2,103,252,109,349,41,32,299,304,222,17605,2114,3421,2,449,9,41,1,0,1,16,1,10,41,5,29,2,39,27,269,8,61,21,44,10,56,23,61,12,7,12,8,89,2,0,5,13,110,60,20,56,36,27,3,0,10,3,2,5,5,0,4,2,14,3260,55,53,19,445,0,4,17412,81,10,93,65,9854,3514,1676,3,7799,15399,1110,227,313,16,1324,8334,10272,2807,2118,104,239,209,1046,1408,45,110,47,14,3275,377,24,28,17,237,58,114,129,6,79,12,8194,8960,9666,9943,9120,6870,5035,3583,2486,2268,1380,627,701,8376,9791,10588,10526,9474,6913,4992,3461,2324,2229,1061,569,673,500671,10063779,146851,63538,5145,761,1267,69902,56380,4986,447,113,47,53,9,5,2
98,"DIST COLUMBIA",230392,177624,230392,159871,55736,17989,1126,721,91,9,25,858,543,510,1717,202,714,5730,1129,5638,426,14375,51705,11970,514,618,399,361,86,2434,972,924,497,225,176,375,447,21,9,49,155,553,524,207,197,193,187,17,0,70,25,10,40,15,11,14,2,13,51,24,166,0,1185,4,22,57,20,50,297,35,121,2043,215,1219,40,2376,19238,1211,112,38,64,41,24,340,87,191,134,97,54,33,105,3,6,17,27,64,56,27,14,57,29,4,0,14,0,6,2,6,1,6,4,3,71,4,75,0,124,4,3,18,2,5,99,38,55,328,90,406,48,15015,31696,24003,163,920,391,320,51,158,52,40,22,3,3,6,35,0,0,5,8,120,154,166,139,116,36,6,0,14,1,0,3,1,1,0,0,0,135,0,15,0,555,2,0,655,24,16,34,102,2126,578,71,2,7224,5778,130,32,24,0,211,70,128,72,244,41,10,65,385,467,44,9,5,11,95,18,11,21,3,12,25,2,5,7,12,1,759,3202,4848,5693,5995,5142,4189,3081,2045,1689,1767,249,139,1278,5529,6989,7113,6680,5249,3963,2715,1770,1434,1011,137,99,555,13845,66084,39639,3376,146,339,66775,39675,13929,314,115,12,11,5,3,2
100,"UNITED STATES",62622250,50155783,18284385,11318547,6337980,956989,105135,69936,107475,2039,58806,668306,313010,339083,902110,139074,383463,3118874,681484,3663376,117242,636766,64954,1293569,584822,1182744,535209,1084803,136033,2877992,1840818,1882776,714962,430777,194596,912667,1540618,14493,37679,213353,456388,1645362,1530127,855197,565650,404315,891301,6153,1263,553175,14081,5765,62923,111189,6945,53039,9011,14197,38659,109805,256160,180,256713,396,4701,94029,51145,82227,616869,88259,191447,2057259,333472,1172436,18261,172977,25047,41416,37241,10089,15990,20101,11696,888466,312284,1101695,592060,817907,455613,478499,393484,39914,54095,145101,147035,126946,33865,20165,17354,105990,161788,673,186,13525,11093,6158,31880,9337,9119,86468,11777,9675,19477,27109,250073,99,80358,985,3461,1875,539,1049,12169,4383,8966,48529,31738,70238,30994,247063,37865,832102,22648,662040,767356,898263,129581,60056,26405,29534,14468,6241,3476,6272,142360,579,1016,3630,21256,323526,450439,704632,705340,512827,392683,2115,66,196175,871,153,1073,9718,1704,763,2678,217,3760,1645,17513,43,59581,82,385,980938,77853,1192,5006,23256,908141,242231,100079,951,1871509,2784894,123271,81828,22639,2882,104069,322665,478041,132543,182644,62435,118106,147440,113174,182580,6185,15996,1887,2260,106688,2292,2143,2207,9739,5984,12579,2065,1304,1839,5533,479,370067,1276736,1711898,1822092,1712525,1375953,1056289,762568,511069,385149,354832,71582,72558,461163,1673224,2117198,2132971,1916536,1466158,1080910,748103,478532,352545,218248,25875,18689,140217545,3518816904,19945576,11205228,815437,49101,52538,17183988,11126196,2154615,71895,17676,50,NA,NA,NA,3
