"state","name","whpbal","whpbar","whpbca","whpbco","whpbct","whpbde","whpbfl","whpbga","whpbil","whpbin","whpbia","whpbks","whpbky","whpbla","whpbme","whpbmd","whpbma","whpbmi","whpbmn","whpbms","whpbmo","whpbne","whpbnv","whpbnh","whpbnj","whpbny","whpbnc","whpboh","whpbor","whpbpa","whpbri","whpbsc","whpbtn","whpbtx","whpbvt","whpbva","whpbwv","whpbwi","whpbak","whpbaz","whpbsd","whpbdc","whpbid","whpbit","whpbmt","whpbnm","whpbut","whpbwa","whpbwy","whpbsea","colpbal","colpbar","colpbca","colpbco","colpbct","colpbde","colpbfl","colpbga","colpbil","colpbin","colpbia","colpbks","colpbky","colpbla","colpbme","colpbmd","colpbma","colpbmi","colpbmn","colpbms","colpbmo","colpbne","colpbnv","colpbnh","colpbnj","colpbny","colpbnc","colpboh","colpbor","colpbpa","colpbri","colpbsc","colpbtn","colpbtx","colpbvt","colpbva","colpbwv","colpbwi","colpbak","colpbaz","colpbsd","colpbdc","colpbid","colpbit","colpbmt","colpbnm","colpbut","colpbwa","colpbwy","colpbsea","pbafrica","pbasia","pbatlisl","pbaustrl","pbaustri","pbbelg","pbbohem","pbbritam","pbcanada","pbnbruns","pbnfld","pbnoscot","pbpei","pbbramns","pbcentam","pbchina","pbcuba","pbdenmar","pbeurns","pbfrance","pbgerm","pbbaden","pbbavar","pbbruns","pbhambg","pbhanov","pbhessen","pblubeck","pbmeckl","pbnassau","pboldenb","pbpruss","pbsaxony","pbweimar","pbwurtt","pbgerns","pbgibral","pbgrbrit","pbengl","pbirelan","pbscot","pbwales","pbgrbrns","pbgreece","pbgreenl","pbhollan","pbhung","pbindia","pbitaly","pbjapan","pbluxemb","pbmalta","pbmexico","pbnorway","pbpacisl","pbpoland","pbportug","pbrussia","pbhawaii","pbsoamer","pbspain","pbsweden","pbswitz","pbturkey","pbwesind","pbsea","fnatmfor","fformnat","fornpar","forpar","fathirl","mothirl","fathgerm","mothgerm","fathbrit","mothbrit","fathscan","mothscan","fathbram","mothbram","fathoth","mothoth","puselhs","puselhsc","pushigh","schbldg","pussit","schprop","pusrcpt","pusrcpt1","pusrcpt2","pusexp","pusexp1","pusexp2","pusexp3","teachwhm","teachwhf","teachcom","teachcof","teachmo","teachyr","teachser","schmos","pupils","pupilwh","pupilwhm","pupilwhf","pupilco","pupilcom","pupilcof","attend","attendwh","attendco","newswagy","newswagw","newsmfgm","newsmfgf","newsedit","newspaps","newspdam","newspdae","newspwk","newspwk2","newspwk3","newspwkb","newspmo","newspmo2","newspmo3","newspmob","newspmoq","newspmos","newscird","newsciro","newsnews","newsrelg","newsagri","newscomm","newsfin","newsinrr","newslit","newsmedi","newslaw","newstech","newsorgs","newseduc","newskids","newsmisc","newssund","newsbohe","newscata","newschin","newsengl","newsfren","newsgerm","newsdutc","newsindn","newsirsh","newsital","newspols","newsport","newsscan","newsspan","newswels","newsbapt","newschri","newscong","newsdisp","newsdunk","newsepis","newsevan","newsquak","newsjewi","newsluth","newsmenn","newsmeth","newsmorv","newsmorm","newspres","newsprim","newsrefo","newscath","newssadv","newsspir","newsswed","newsunit","newsubre","newsuniv","newsnosc","rrmile80","debtearl","debt60","debt61","debt62","debt63","debt64","debt65","debt66","debt67","debt68","debt69","debt70","debt71","debt72","debt73","debt74","debt75","debt76","debt77","debt78","debt79","debt80","debtns","mfgmale","mfgfem","mfgm1015","mfgf1015","mfgm1659","mfgf1659","mfgm600","mfgf600","mfgnb","mfgirel","mfggerm","mfgbrit","mfgscan","mfgbram","mfgothfb","cotmfg31","cotmfg50","cotmfg60","cotmfg70","cotmfg80","cotmal31","cotmal50","cotmal60","cotmal70","cotmal80","cotfem31","cotfem50","cotfem60","cotfem70","cotfem80","cotkid31","cotkid50","cotkid60","cotkid70","cotkid80","cotcap31","cotcap50","cotcap60","cotcap70","cotcap80","cotwag31","cotwag50","cotwag60","cotwag70","cotwag80","cotlbs31","cotlbs50","cotlbs60","cotlbs70","cotlbs80","cotrms31","cotrms50","cotrms60","cotrms70","cotrms80","cotout31","cotout50","cotout60","cotout70","cotout80","cotval31","cotval50","cotval60","cotval70","cotval80","irst80","irstcap","irstemp","irstmale","irstmkid","irstfem","irstfkid","irsthour","irstwags","irstwagu","irstwage","irstrms","irstval","irsttons","fips","region1","region2","level"
40,"VIRGINIA",374,96,53,12,406,469,90,522,312,318,139,75,2000,316,343,6609,855,252,38,279,460,10,6,233,1328,5194,13156,1226,17,5438,106,659,4573,301,213,816496,1492,111,0,3,6,1607,1,12,3,28,4,6,1,0,103,14,0,0,12,11,40,173,10,12,0,4,87,76,3,1333,23,3,0,141,14,0,0,1,21,188,9349,49,6,103,12,239,394,31,0,618628,149,68,0,1,0,318,0,5,0,0,0,0,0,0,8,4,5,15,73,9,21,585,463,36,9,52,21,4,14,13,18,60,50,289,3759,213,385,22,19,119,214,1,8,6,8,899,111,25,165,1564,1,8650,2781,4835,893,135,6,7,0,125,33,36,281,3,1,0,10,29,6,59,22,39,21,23,34,49,174,25,73,72,1763,8344,87,26615,12520,10514,10245,8412,8549,6739,191,86,685,588,2769,2039,4876,1256,0,4405,186581,1246283,1287526,1084385,203141,889862,716153,29341,144368,2507,1630,539,257,26.6299991607666,145.169998168945,26888,26509,220733,152455,78757,73698,68278,34270,34008,129006,90106,38900,162350,99012,682,17,262,194,15,5,124,6,5,0,33,2,0,1,3,0,32172,224299,135,11,6,2,0,1,2,2,2,1,4,15,6,7,4,0,0,0,189,0,5,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1697.06005859375,456600,0,0,0,0,0,142500,150,146900,71000,48000,785300,602501,1133871,379300,67500,422600,294900,266000,35000,1008910,217800,36098862,54607,8452,1769,577,49136,7634,3702,241,61191,438,631,506,20,57,216,7,27,16,11,8,143,1275,694,921,274,275,1688,747,507,530,0,0,0,313,281,290000,1908900,1367543,1128000,1190100,NA,NA,260856,229750,169789,1152000,8003250,7544297,4255383,5087519,NA,828375,811187,937820,640391,168000,NA,NA,3456569,4339476,NA,1446109,1489971,1435800,1040962,44,4329713,2522,2399,121,2,0,61,1.73000001907349,0.889999985694885,665432,1496151,2585999,55722,51,5,3,2
41,"ALABAMA",506917,717,21,17,258,30,3186,66564,672,773,92,26,1775,1225,157,392,339,179,42,7959,400,24,0,94,223,1475,10897,1433,1,1154,63,21237,18968,1019,106,4012,17,116,1,4,5,54,2,9,0,5,0,1,2,1,507716,146,0,0,8,12,1023,29218,14,12,0,5,849,560,14,1497,29,7,1,5087,172,2,0,3,4,193,12372,44,0,45,4,14527,4891,235,22,20267,55,872,0,0,0,193,0,4,1,0,0,3,0,0,149,3,5,7,121,10,39,271,206,18,7,27,11,2,1,11,55,69,57,442,3238,265,535,8,17,165,103,0,24,10,24,784,56,1,134,1112,0,4407,935,2966,426,69,11,8,1,27,60,7,114,1,9,3,26,24,2,47,13,44,3,27,89,119,173,1,39,12,1797,8230,53,20268,9050,7728,8611,7178,5130,3296,312,193,451,301,4944,3369,4629,1525,118,1819,145222,299599,505201,399737,105464,430131,388128,0,42003,1873,1230,1093,441,21.6599998474121,83.6999969482422,17913,17893,187550,111889,60660,51229,75661,40416,35245,123366,70514,52852,52300,57783,334,3,143,125,3,3,109,0,1,0,7,2,0,0,0,0,9660,83413,114,5,2,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1780.21997070312,110000,0,4000,2000,0,0,0,63000,39200,0,0,198000,269500,186500,0,0,1845150,0,539650,0,0,0,11260445,19461,3535,773,394,17226,3067,1462,74,21139,311,418,296,27,38,767,NA,12,14,13,16,0,346,543,303,384,0,369,769,445,631,0,0,0,284,433,0,651900,1316000,931000,1246500,NA,NA,198408,216679,239998,0,2343600,5246800,3249523,7271791,NA,237081,617633,764965,783711,0,NA,NA,2843000,6154470,NA,398585,1040147,1088767,1228019,14,3309196,1626,1581,45,0,0,74,2.26999998092651,1.13999998569489,571713,601073,1452856,62986,1,6,4,2
42,"ARKANSAS",27908,312739,162,62,142,59,202,25316,12040,8451,1515,1629,14724,5014,326,560,322,871,134,23161,27706,106,10,99,264,2260,13830,5068,16,2566,55,9381,69607,8158,184,5458,115,481,0,3,14,87,5,498,7,8,19,8,5,1,11105,123938,6,4,1,5,243,11399,198,77,12,46,3315,4635,13,769,52,16,10,12087,1802,1,0,0,6,30,5897,186,0,107,20,5726,17986,2702,5,7834,11,197,0,0,1,68,0,293,1,1,12,1,1,0,17,4,1,8,106,22,68,787,732,27,8,13,4,3,2,121,13,98,84,369,3620,314,240,10,10,82,86,1,14,2,5,1344,59,10,158,1285,1,3937,1176,2432,229,99,1,3,0,66,58,5,132,0,12,0,20,33,2,191,2,77,3,10,6,211,240,0,8,13,1147,6928,55,17250,6429,4807,8469,7079,4356,2879,344,250,920,644,3660,2738,2768,601,52,1570,109384,273302,500978,389152,111826,382637,331750,23515,27372,1807,563,352,101,37.6199989318848,117.519996643066,8816,8660,108236,81363,43153,38210,26873,13426,13447,65619,50225,15394,63500,55548,337,21,130,117,2,4,104,1,0,0,2,4,0,0,0,0,5030,98471,106,5,2,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,821.780029296875,705000,0,0,0,0,0,0,0,0,0,810000,626900,0,160000,21331,673500,117090,0,9143,0,31130,0,1891522,10632,706,138,39,9993,639,501,28,10092,201,439,212,46,78,270,0,3,2,2,2,0,13,14,8,16,0,18,11,3,17,0,0,0,6,27,0,16500,37000,13000,75000,NA,NA,4428,4100,7339,0,76500,187500,66400,340000,NA,8975,11600,13780,33305,0,NA,NA,53125,255000,NA,17360,23000,22562,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,4,2
43,"FLORIDA",7970,120,24,13,494,63,84678,20241,532,331,134,61,566,409,496,281,829,212,51,506,192,16,1,243,359,2249,2792,655,3,781,117,6834,618,157,195,840,18,252,0,5,2,517,1,5,2,3,1,3,30,0,4053,28,2,1,6,7,88803,12360,6,8,0,3,102,169,6,323,23,3,1,251,12,0,0,5,10,126,3505,30,10,74,9,11688,215,33,4,2489,20,53,0,0,0,221,0,0,0,1,0,0,17,5,78,6,291,45,46,13,3,446,301,33,22,81,8,1,5,15,2170,259,22,221,978,45,118,0,15,38,10,1,5,46,2,255,20,1,65,357,0,1765,866,652,216,23,8,7,0,19,8,3,77,0,6,1,44,79,0,26,41,32,1,32,91,231,43,0,2793,12,948,3253,69,15019,1881,1631,2454,2089,2886,2054,508,401,561,433,9982,9359,1135,301,21,880,43048,134804,129907,103831,26076,117724,99177,0,18547,546,326,183,96,25.5,86.1600036621094,3888,3832,43304,27672,13642,14030,15632,7778,7854,31477,20958,10519,16000,27253,134,2,46,45,3,0,40,2,0,0,0,0,0,0,0,0,2600,24732,41,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.599975585938,770497,0,0,0,0,0,0,0,0,0,0,0,350000,0,925000,0,0,0,0,250000,0,0,271383,7803,633,200,50,7169,567,434,16,6449,79,131,155,42,60,1520,NA,NA,1,NA,1,0,28,40,0,19,0,67,25,0,2,0,0,0,0,10,0,80000,30000,0,11000,NA,NA,7872,0,5000,0,270000,200000,0,166250,NA,30000,23600,0,18095,0,NA,NA,0,134000,NA,49920,40000,0,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,3,2
44,"GEORGIA",10806,492,48,21,518,38,3478,717276,219,238,51,29,898,342,284,604,606,77,31,754,255,6,0,156,446,2489,17093,490,6,957,244,33901,9372,541,172,3392,16,69,0,6,5,127,1,10,1,3,2,1,0,2,6203,53,2,0,13,8,2362,677938,5,4,0,2,238,174,8,855,19,1,5,762,32,0,0,1,23,81,7063,24,0,43,8,16294,1345,43,15,11214,13,98,0,0,0,80,0,0,0,6,0,0,0,8,129,2,0,11,71,31,33,348,291,15,3,29,7,3,2,24,33,53,79,295,2956,112,237,6,34,190,13,0,9,17,8,902,69,10,94,1255,2,5760,1144,4148,395,52,21,12,0,36,55,10,82,0,0,0,13,23,1,62,6,33,2,16,44,138,107,3,77,15,1638,7421,47,20071,11379,9742,6978,5690,4856,3255,283,224,522,327,3474,2471,5939,1688,12,4529,221148,1046026,659560,481522,178038,653464,616096,0,37368,2676,1742,983,745,30.2600002288818,100.25,20385,19545,237124,150501,80615,69886,86623,43301,43322,151759,95131,56628,190137,141190,827,21,236,200,11,5,163,3,4,0,11,3,0,0,0,0,27830,241236,177,7,0,0,0,0,2,3,0,0,1,0,5,1,7,0,0,0,199,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2432.8701171875,0,0,100000,0,0,0,0,4188700,248000,0,500000,2204000,121200,742500,850000,684000,332000,1023500,2535900,243700,4403800,1134500,358825,28954,7213,895,659,26364,6456,1695,98,34910,401,365,273,31,38,149,0,35,33,34,40,0,873,1131,1147,1853,0,1399,1682,1080,2951,0,0,0,619,1411,0,1736156,2126103,3433265,6348657,NA,NA,415332,611868,1135184,0,9103500,13907904,10921176,33757199,NA,900419,1466375,2504758,4019673,0,NA,NA,9596800,27733153,NA,1395056,2371207,3648973,6481894,14,1135900,1303,1266,37,0,0,62,2.19000005722046,0.850000023841858,185489,631707,990850,35152,13,5,3,2
45,"LOUISIANA",10746,2328,71,12,208,76,660,6994,617,604,96,36,1754,341974,309,751,596,107,33,15104,1454,8,3,104,234,2883,1412,1317,9,1205,58,2876,2001,3412,104,1735,32,96,0,3,3,85,19,28,2,4,8,2,2,2,12517,1970,16,1,19,29,912,8178,82,59,8,27,4810,386348,78,4124,45,106,14,23317,1508,0,1,5,15,155,4790,259,2,189,11,6619,3381,3910,31,19586,125,5,0,44,1,305,2,15,0,2,0,1,0,1,270,13,11,77,275,193,24,726,610,37,9,61,5,4,18,449,669,285,106,9992,17475,1417,1919,34,161,783,342,1,31,24,50,3292,143,10,442,8826,3,17127,2582,13807,659,71,8,39,3,170,40,19,2527,9,11,23,424,78,15,164,141,158,15,49,987,270,674,9,568,40,6419,24445,196,115136,34080,34888,48375,45060,9723,7134,871,500,1350,878,45182,33095,1669,479,16,763,72499,752903,498409,442133,56276,455758,373081,0,82677,540,741,287,145,40.0200004577637,217.789993286133,9322,9073,81012,46370,24316,22054,34642,17574,17068,55808,30687,25121,330835,80781,594,2,190,112,8,5,94,1,1,1,2,0,0,0,0,0,38065,93565,96,7,1,1,0,0,0,1,0,0,1,1,0,4,4,0,0,0,93,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,521.900024414062,8105750,150000,0,0,0,40000,1000000,1228800,4000000,1268000,2533050,7196450,2817900,186500,239550,0,9296260,0,0,0,0,0,581202,26459,4222,478,154,24018,3922,1963,146,22826,1245,3200,546,67,144,2653,0,0,2,4,2,0,0,220,123,39,0,0,140,57,41,0,0,0,66,24,0,0,1000000,592000,195000,NA,NA,49440,60600,12572,0,0,1995700,748525,644000,NA,0,226600,161485,72470,0,NA,NA,629025,166496,NA,0,466500,251550,86776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,7,4,2
46,"MISSISSIPPI",39567,1836,45,13,130,47,405,13496,767,603,89,21,2507,6068,114,359,167,49,25,353247,722,10,1,56,135,1121,9832,785,5,785,38,15040,16522,1261,87,4237,44,55,2,0,0,86,0,12,5,3,2,0,2,0,35991,2016,7,1,8,21,595,15663,123,56,14,12,5337,7741,19,2105,28,19,7,509938,1373,1,0,3,9,66,13296,238,3,286,1,16117,15298,672,2,24579,168,9,0,0,1,154,0,7,0,1,0,0,0,0,77,5,0,4,126,11,12,309,261,10,2,24,9,3,3,55,11,99,133,507,2556,122,364,4,10,53,22,1,2,4,16,637,21,3,63,1234,1,4120,1047,2753,303,12,5,6,0,27,14,6,260,0,0,0,39,56,1,79,6,76,1,14,99,302,144,1,37,12,1365,6979,48,17231,7804,6426,6717,5594,3855,2560,532,449,460,302,4842,3265,5166,2147,106,2683,188303,553610,742765,571884,170881,679475,653351,0,26124,1834,1396,1411,832,29.1000003814697,119.370002746582,22458,21149,237065,115463,59749,55714,121602,60515,61087,156824,76225,80599,40220,68816,330,10,128,123,3,2,109,1,5,0,3,0,0,0,0,0,4200,83704,115,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1118.98999023438,0,0,0,0,0,0,0,0,0,0,0,5400,0,0,0,0,0,0,0,6950,0,0,1706891,11353,1792,188,121,10404,1647,761,24,11914,290,363,217,80,56,225,0,2,4,5,8,0,19,106,78,176,0,17,109,88,313,0,0,0,99,206,0,38000,230000,751500,1122140,NA,NA,36264,61833,133214,0,193500,698800,580764,2881853,NA,21500,79800,123568,337149,0,NA,NA,529573,2481022,NA,22000,176328,234445,679093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,6,4,2
47,"NORTH CAROLINA",392,170,25,6,186,58,137,2838,141,220,29,35,310,80,133,437,314,35,7,285,122,5,2,55,244,852,828641,221,5,850,60,10158,4888,186,82,11197,54,7,0,1,2,56,2,8,1,1,3,5,3,1,250,16,1,0,4,9,48,500,2,4,0,2,55,49,6,193,22,3,1,246,13,0,0,1,4,37,515912,36,0,41,17,5963,306,38,72,8289,100,167,0,0,0,42,0,1,0,0,0,0,5,3,24,1,3,5,10,14,14,425,380,3,6,18,18,0,7,10,11,58,25,59,950,27,88,3,10,128,22,4,4,2,2,194,24,0,37,405,0,1774,738,611,408,12,5,1,0,23,4,9,42,1,0,0,1,10,4,18,12,11,5,21,8,24,67,6,45,40,741,3598,40,6373,2038,1422,2519,1954,4177,2815,77,40,262,290,898,593,6161,2146,0,4216,209233,248015,553464,412771,140693,383709,328717,16152,38840,3113,1178,1430,545,21.2700004577637,52.4599990844727,15452,15120,256422,161262,87051,74211,95160,47725,47435,164570,102254,62316,49070,70739,360,2,140,142,7,6,113,3,2,0,7,4,0,0,0,0,7934,97567,118,12,4,0,0,2,2,1,0,0,2,1,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,1440.39001464844,2802700,55000,0,0,0,0,0,0,191200,27600,54200,0,0,138000,0,0,0,0,118900,0,105300,2211616,1497367,28416,5547,1231,779,24898,4563,2287,205,33271,97,102,156,11,23,303,0,28,39,33,49,0,442,440,258,764,0,1177,1315,916,1727,0,0,0,279,741,0,1058800,1272750,1030900,2855800,NA,NA,189744,182951,439659,0,6127650,5540738,4238276,11832641,NA,531903,622363,963809,1463645,0,NA,NA,3444166,9646380,NA,985411,1046047,1345052,2554482,20,759400,63,63,0,0,0,73,1.25,0.540000021457672,7907,11792,41085,439,37,5,3,2
48,"SOUTH CAROLINA",534,94,10,3,203,19,286,3756,49,36,12,8,146,78,131,232,332,21,4,267,55,2,1,47,167,1011,10415,105,3,386,60,363576,417,98,50,895,6,84,0,1,2,44,0,1,0,1,1,0,2,0,357,19,1,0,7,2,250,3885,0,1,0,1,48,40,4,205,18,3,1,163,7,0,0,0,8,59,6882,17,1,43,4,588819,130,12,3,3163,6,52,0,0,0,28,0,0,1,0,0,0,0,0,123,3,0,5,46,9,31,141,100,10,3,22,0,6,1,14,20,60,9,131,2846,73,128,7,52,649,11,0,8,10,52,645,64,0,59,1088,0,3664,670,2626,354,10,4,23,1,16,18,2,84,0,0,1,1,5,2,128,5,29,1,19,48,63,73,2,57,5,1099,5246,45,15321,7448,6331,6773,5757,3207,2176,145,97,179,141,2815,1918,3077,1205,66,2863,120918,407256,405551,371707,33844,367259,308230,8060,50969,1078,975,787,364,25.2099990844727,96.1999969482422,12227,11712,134842,61832,32179,29653,73010,37460,35550,99070,46600,52470,54900,55181,286,8,99,81,3,1,69,1,3,0,3,0,0,0,1,0,7750,62152,68,10,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,80,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1392.91003417969,686698,11000,20500,2000,2000,2000,2000,296965,55451,44887,104850,12650,2400,262000,2000,502000,2000,2000,2000,111500,3237900,0,8055157,15887,3811,425,283,14184,3415,1278,113,18819,260,332,153,11,19,104,0,18,17,12,14,0,399,342,289,661,0,620,549,508,772,0,0,0,326,585,0,857200,801825,1337000,2776100,NA,NA,123300,257680,380844,0,4468050,3978061,4756823,15601005,NA,295971,431525,761469,1808300,0,NA,NA,4125210,12251272,NA,842440,713050,1529937,2895769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,5,3,2
49,"TEXAS",73312,36211,865,178,709,208,2818,47168,19532,8990,2754,1981,29229,26204,830,1670,1523,2110,571,50146,39974,220,30,348,987,7769,16477,7763,102,5352,179,15049,72724,591161,549,14546,345,1300,0,67,51,193,27,794,29,535,26,19,19,12,20313,5154,8,4,14,29,783,14239,111,104,18,65,4892,11768,37,1498,45,38,35,12689,3194,0,0,1,37,140,6800,186,2,216,14,7075,10434,279544,8,13328,60,17,0,6,0,138,4,408,0,11,1,2,5,2,274,571,10,61,3474,109,2669,2472,2071,203,19,133,29,17,14,147,71,489,244,2653,35347,884,1077,259,161,1654,616,3,442,458,581,16703,1475,43,912,10079,2,16537,6528,8103,1659,221,26,37,3,228,104,47,539,1,15,9,43161,880,7,995,74,279,9,103,240,1293,1203,12,154,79,8263,26635,394,199705,20462,17470,87794,81543,18755,14530,3657,3356,3111,2468,92561,88601,6692,1507,104,1054,0,130762,921595,750401,171194,782735,713908,20139,48688,3871,1514,1105,274,28.0100002288818,105.540000915527,25488,25194,176245,131616,68627,62989,44629,23697,20932,123473,91893,31580,617486,154573,1048,61,348,280,14,16,231,2,1,0,14,2,0,0,0,0,30297,232992,254,14,2,2,0,0,2,0,1,0,2,1,0,2,5,1,0,0,261,0,13,0,0,0,0,0,0,0,5,0,4,1,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0,1,2696.63989257812,0,0,0,0,0,320367,0,216641,59500,0,6400,725900,852000,48500,245100,1868000,1107300,1663100,0,50000,1121920,420700,2295800,28238,2108,265,34,26927,2041,1046,33,22460,951,2885,1066,195,311,2478,0,0,1,4,2,0,0,130,184,40,0,0,0,52,10,0,0,0,55,16,0,0,450000,496000,50000,NA,NA,15600,68211,2466,0,0,588000,1077118,119986,NA,0,64140,216519,14827,0,NA,NA,887695,99880,NA,0,80695,374598,21600,1,40000,140,140,0,0,0,60,2,1,27720,23580,36000,1400,48,7,4,2
51,"KENTUCKY",1502,1024,125,20,340,153,68,1807,5522,18104,802,335,1149494,962,261,1950,787,385,82,1417,4887,39,4,181,701,3715,8946,26769,17,5952,85,1211,46828,624,252,30193,1677,240,2,2,10,187,4,22,9,8,6,7,2,5,352,112,2,0,2,6,22,364,153,341,8,6,252618,282,3,307,10,12,3,566,530,0,0,0,9,30,792,346,2,80,0,319,7558,117,5,6322,59,78,0,0,0,26,2,0,0,0,0,0,0,4,10,6,8,24,142,105,43,1070,1010,25,2,25,7,1,3,15,6,73,73,1512,30413,2668,3352,37,95,2264,1381,1,33,187,610,6657,522,26,1368,11212,0,23737,4100,18256,982,394,5,3,0,262,47,16,370,0,22,0,22,21,2,124,2,63,5,5,16,95,1130,9,18,45,5981,22753,122,140661,49296,45613,87718,79619,14886,11950,230,187,1205,1003,10079,8270,7392,823,163,6183,321087,2143013,1132202,1132202,0,1162944,1025659,15622,121663,4380,2507,480,339,26,133.100006103516,39453,37711,292427,263507,135928,127579,28920,14640,14280,192331,173129,19202,75000,197136,1045,14,297,205,7,4,160,7,2,0,23,2,0,0,0,0,33492,364072,162,13,6,4,0,0,3,4,0,0,2,5,5,1,4,0,0,0,194,0,11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,3,1559.56005859375,2497500,0,22000,7000,10000,0,42000,149000,941700,1838000,1412000,602500,3123800,737654,2506300,690240,7000,17000,167800,772166,6169,693500,2868824,53788,7693,1354,415,49903,7162,2531,116,50245,2103,6665,1391,26,237,814,0,8,6,5,3,0,181,130,77,124,0,221,116,71,91,0,0,0,121,133,0,239000,244000,405000,360000,NA,NA,41280,57951,63850,0,1692000,1826000,1584625,1882234,NA,180907,214755,375048,253818,0,NA,NA,1389000,1722500,NA,445639,315270,498960,418286,29,5493035,4095,3831,264,0,0,69,2.73000001907349,1.12999999523163,1344400,3223799,5090029,123751,21,6,4,2
52,"MARYLAND",162,45,135,12,693,7756,89,329,542,397,151,46,353,314,502,565942,1281,219,39,135,349,24,9,175,2305,5595,760,1902,5,26376,217,469,206,88,333,17015,2159,875,0,3,13,4111,0,8,1,5,2,5,4,9,54,9,8,0,22,451,39,143,10,9,1,1,69,81,4,196699,56,1,1,42,23,0,1,2,49,138,472,40,1,610,12,194,52,33,7,9739,238,2,0,0,1,657,0,1,0,0,0,0,0,0,28,7,29,44,401,44,1169,988,624,61,19,268,11,5,1,11,129,128,90,620,45481,2022,7102,155,139,2693,1169,6,50,37,217,9853,1473,35,1865,18665,2,30678,5231,21865,2645,924,13,3,1,362,71,11,477,5,11,2,20,108,9,642,29,213,11,118,70,177,338,4,209,65,9377,28109,198,181150,55759,52360,120575,110230,21156,18000,515,353,1053,1053,10201,8531,2551,436,109,1934,128306,2083013,1452557,1343707,108850,1395284,1117145,100917,177222,1064,1587,231,156,42.189998626709,367.720001220703,26479,22198,149981,123448,63708,59740,26533,13521,13012,85449,72909,12540,373236,113722,873,19,271,143,10,5,111,0,0,0,12,4,0,0,1,0,132613,282080,105,10,5,3,0,2,3,2,1,1,3,4,0,4,7,0,0,0,134,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,1,930.640014648438,4028883,0,0,1237927,0,152290,485000,321500,300000,2238383,300000,781200,951800,977400,369100,586600,2200200,84000,5027600,1151500,565000,45000,11915986,70614,14723,1921,1017,65122,13389,3571,317,67743,2686,11446,2189,50,230,993,23,24,20,22,19,824,1008,1093,688,1226,1793,2014,1594,1452,1877,0,0,0,720,939,2144000,2236000,2254500,2734250,4600816,NA,NA,582780,671933,766129,3008000,10496250,12880119,12693647,24166232,NA,1165579,1698413,3409426,2887933,2224000,NA,NA,10496677,22324511,NA,2021396,2973877,4852808,4682114,23,4962125,2763,2656,107,0,0,72,1.89999997615814,0.959999978542328,905090,2888574,4470050,110934,24,5,3,2
