"","state","name","totpop","schools","teachtot","teachm","teachf","pupils","pupilsm","pupilsf","schinc","schincen","schinctx","schincot","pubschol","pusteach","pusteacm","pusteacf","puspupil","puspuplm","puspuplf","pusinc","pusincen","pusinctx","pusincot","cptschol","cptteach","cptteacm","cptteacf","cptpupil","cptpuplm","cptpuplf","cptinc","cptincen","cptinctx","cptincot","onpschol","onpteach","onpteacm","onpteacf","onppupil","onppuplm","onppuplf","onpinc","onpincen","onpinctx","onpincot","chimschl","chifschl","indmschl","indfschl","chim10nw","chif10nw","chim15nw","chif15nw","chim21nw","chif21nw","indm10nw","indf10nw","indm15nw","indf15nw","indm21nw","indf21nw","libtot","libtovol","libnp","libnpvol","libnpst","libnpstv","libnploc","libnplov","libnplaw","libnplav","libnpsch","libnpscv","libnpsun","libnpsuv","libnpchu","libnpchv","libnpaca","libnpacv","libnppri","libnpprv","libnpben","libnpbev","libnpcir","libnpciv","libpr","libprvol","area","density","families","perfam","dwell","perdwell","m518","f518","mnb518","fnb518","mfb518","ffb518","mwh518","fwh518","mcol518","fcol518","mchi518","fchi518","mind518","find518","m1845","mnb1845","mfb1845","mwh1845","mcol1845","mchi1845","mind1845","m210","mnb210","mfb210","mwh210","mcol210","mchi210","mind210","mcit210","dthmtot","dthftot","valas","valrest","valpers","valtrue","newspaps","newscops","newscirc","newsday","newsdayc","newswk3","newswk3c","newswk2","newswk2c","newswk","newswkc","newsmo2","newsmo2c","newsmo","newsmoc","newsmob","newsmobc","newsq","newsqc","newsann","newsannc","newsad","newsadco","newsadci","newsadw","newsadwc","newamo2","newam2c","newamo","newamoc","newamob","newamobc","newsadq","newsadqc","newsagri","newsagco","newsagci","newsagw","newsagwc","newagm2","newagm2c","newagmo","newagmoc","newsben","newsbeco","newsbeci","newsbew","newsbewc","newbem2","newbem2c","newbemo","newbemoc","newbeq","newbeqc","newscf","newscfco","newscfci","newscfd","newscfdc","newcfw3","newcfw3c","newcfw2","newcfw2c","newcfw","newcfwc","newcfm2","newcfm2c","newcfm","newcfmc","newcfbm","newcfbmc","newcfq","newcfqc","newsil","newsilco","newsilci","newsild","newsildc","newilw3","newilw3c","newilw2","newilw2c","newilw","newilwc","newilm2","newilm2c","newilm","newilmc","newilbm","newilbmc","newilq","newilqc","newsna","newsnaco","newsnaci","newsnad","newsnadc","newnaw3","newnaw3c","newnaw2","newnaw2c","newnaw","newnawc","newnawb","newnawbc","newspo","newspoco","newspoci","newspod","newspodc","newpow3","newpow3c","newpow2","newpow2c","newpow","newpowc","newpom2","newpom2c","newpom","newpomc","newsre","newsreco","newsreci","newrew","newrewc","newrem2","newrem2c","newrem","newremc","newrebm","newrebmc","newreq","newreqc","newssp","newsspco","newsspci","newspw","newspwc","newspm","newspmc","newspt","newsptco","newsptci","newptd","newptdc","newptw","newptwc","newptm2","newptm2c","newptm","newptmc","newptmb","newptmbc","newptq","newptqc","fips","region1","region2","level"
"28",46,"MISSISSIPPI",827922,1564,1728,1054,674,43451,22793,20658,780339,11500,167414,601425,0,0,0,0,0,0,0,0,0,0,0,21,78,36,42,1461,534,927,96839,11500,33589,51750,1543,1650,1018,632,41990,22259,19731,683500,0,133825,549675,0,0,0,0,0,0,1,0,15,0,32,27,35,44,102,124,2788,488482,537,88376,1,7000,2,1000,3,121,1,5000,508,69825,15,3000,0,0,0,0,0,0,7,2430,2251,400106,47156,17.5599994659424,166828,4.96000003814697,164150,5.03999996185303,141412,137587,141047,137276,365,311,66248,63027,75084,74475,0,0,80,85,149698,144574,5124,72505,77069,16,108,174845,168064,6781,84784,89926,15,120,169737,4788,4384,177278890,118278460,59000430,209197345,111,4703336,71868,3,2300,6,3650,3,2400,92,60018,2,700,5,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21600,1500,0,0,1,300,2,1200,1,9600,400,0,0,1,400,0,0,0,0,4,530400,10200,0,0,0,0,0,0,4,10200,0,0,0,0,0,0,0,0,2,16800,1400,0,0,0,0,0,0,0,0,0,0,2,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,4073136,57218,3,2300,6,3650,3,2400,85,48868,0,0,0,0,3,49400,950,3,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2400,200,0,0,0,0,0,0,1,200,0,0,0,0,28,6,4,2
"29",47,"NORTH CAROLINA",1071361,2161,2692,1739,953,64958,32664,32294,635892,9160,232104,394628,1435,1518,1125,393,41912,21279,20633,205131,600,174197,30334,134,342,202,140,6712,3659,3053,234320,8200,43259,182861,592,832,412,420,16334,7726,8608,196441,360,14648,181433,0,0,8,6,0,0,0,0,0,0,85,85,63,89,136,229,1746,541915,656,202651,3,16303,3,2316,24,4119,14,77050,500,74160,109,26951,0,0,0,0,0,0,3,1752,1090,339264,50704,21.1299991607666,205970,5.19999980926514,202504,5.28999996185303,182421,177509,182318,177438,103,71,113413,110224,68800,67045,0,0,208,240,174825,173610,1215,110085,64534,0,206,217813,215974,1839,139535,78019,0,259,214224,5142,5446,130378622,83322012,47056610,260757244,64,6684950,64820,8,11795,3,800,5,5750,44,43325,1,1250,3,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85000,2250,1,1450,0,0,1,800,1,31200,600,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39200,1600,0,0,0,0,0,0,1,500,0,0,2,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,6116050,51745,8,11795,3,800,5,5750,36,33400,0,0,0,0,6,413500,8625,5,7375,1,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,3,2
"30",48,"SOUTH CAROLINA",705606,750,1103,620,483,38249,17397,20852,577953,51506,282973,243474,581,781,429,352,31362,13682,17680,279723,0,270423,9300,33,139,103,36,2120,1326,794,206040,51506,12550,141984,136,183,88,95,4767,2389,2378,92190,0,0,92190,0,0,4,0,0,0,0,0,0,0,7,2,2,5,11,21,1663,546244,741,149224,1,2700,0,0,3,6324,4,20800,647,93200,84,25100,0,0,0,0,0,0,2,1100,922,397020,34000,20.75,151105,4.67000007629395,143485,4.92000007629395,118509,115406,118348,115229,161,177,47734,46430,70757,68957,0,0,18,19,120151,117545,2606,49721,70407,1,22,148052,143774,4278,62547,85475,1,29,146614,3757,3623,183913337,119494675,64418662,208146989,55,8901400,80900,5,16100,4,9600,0,0,42,44000,0,0,3,10000,0,0,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72000,6000,0,0,0,0,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,197200,5100,0,0,1,500,0,0,2,1600,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,8308600,61700,5,16100,3,9100,0,0,35,36500,0,0,0,0,7,323600,8100,5,5900,0,0,1,1000,0,0,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,3,2
"31",49,"TEXAS",818579,548,706,600,106,23076,12244,10832,414880,760,15230,398890,0,0,0,0,0,0,0,0,0,0,0,13,57,33,24,800,554,246,33550,400,14750,18400,535,649,567,82,22276,11690,10586,381330,360,480,380490,0,0,1,5,0,0,0,0,0,0,19,9,16,16,79,52,455,87111,135,25018,1,2000,0,0,1,1000,1,1200,131,19318,0,0,0,0,0,0,0,0,1,1500,320,62093,274356,2.98000001907349,154483,5.30000019073486,141685,5.78000020980835,145184,139667,140690,135388,4494,4279,100363,95740,44761,43877,0,1,60,49,158765,136894,21871,113756,44894,15,100,184094,155428,28666,132390,51575,14,115,169215,6254,4943,149732929,97186568,52546361,159052542,112,4214800,55250,12,3500,5,2450,5,3700,89,45300,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15600,300,1,300,0,0,0,0,1,7200,300,0,0,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,3973600,50450,12,3500,5,2450,5,3700,83,40800,0,0,0,0,5,218400,4200,5,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,4,2
"32",51,"KENTUCKY",1321011,5149,6346,3972,2374,245139,125734,119405,2538429,393015,674992,1470422,4727,5351,3468,1883,218240,111802,106438,1150451,24885,604905,520661,188,643,361,282,15542,8706,6836,1042900,366000,67374,609526,234,352,143,209,11357,5226,6131,345078,2130,2713,340235,0,0,7,13,0,0,0,0,0,0,5,11,1,8,6,18,5546,1909230,1172,318985,2,9200,10,13436,218,61590,18,20675,717,160377,207,53707,0,0,0,0,0,0,0,0,4374,1590245,37680,35.3300018310547,232797,5.67000007629395,224969,5.86999988555908,230491,224048,228727,222216,1764,1832,190737,185031,39736,38984,1,0,17,33,239483,217834,21649,202093,37379,0,11,289471,257978,31493,245133,44321,0,17,282305,7394,6951,409544294,311479694,98064600,604318552,89,18270160,197130,6,31900,4,3500,4,4100,68,137930,0,0,7,19700,0,0,0,0,0,0,1,98400,8200,0,0,0,0,1,8200,0,0,0,0,3,83600,3300,1,1100,0,0,2,2200,2,205200,5100,1,3600,0,0,1,1500,0,0,1,274560,5280,0,0,0,0,0,0,1,5280,0,0,0,0,0,0,0,0,1,187200,3600,0,0,0,0,0,0,1,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,16225200,142650,6,31900,4,3500,4,4100,58,103150,0,0,0,0,7,1120400,22700,6,21200,0,0,1,1500,0,0,0,0,0,0,0,0,0,0,0,2,75600,6300,0,0,0,0,0,0,2,6300,0,0,0,0,21,6,4,2
"33",52,"MARYLAND",780894,1779,3287,1498,1789,107384,55800,51584,1998215,21697,1134347,842171,1487,2150,933,1217,83226,42927,40299,1146057,4507,1039135,102415,72,413,270,143,6563,4716,1847,626490,14300,68212,543978,220,724,295,429,17595,8157,9438,225668,2890,27000,195778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3353,1713483,1316,570945,2,31462,1,41500,20,14662,72,98470,881,215763,310,90989,0,0,0,0,0,0,30,78099,2037,1142538,11124,70.1999969482422,140078,5.57000017166138,129620,6.01999998092651,122932,121522,120229,118870,2703,2652,94795,93439,28137,28082,0,1,0,0,144695,121004,23691,112613,32079,1,2,184742,146684,38058,145619,39120,1,2,169845,5085,4655,423834918,286910332,136924586,643748976,88,33497778,235450,8,82921,1,5015,2,1600,69,127314,0,0,8,18600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,78000,6500,0,0,0,0,2,6500,0,0,0,0,0,0,0,0,0,0,0,2,162640,4820,0,0,0,0,0,0,1,2620,0,0,1,2200,0,0,0,0,7,311520,10760,0,0,0,0,1,1000,3,2260,0,0,3,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,31858514,190618,8,82921,1,5015,1,600,60,102082,0,0,0,0,6,1072704,21552,5,20352,0,0,1,1200,0,0,0,0,0,0,0,0,0,0,0,1,14400,1200,0,0,0,0,0,0,1,1200,0,0,0,0,24,5,3,2
"34",54,"TENNESSEE",1258520,2794,3587,2440,1147,125831,65979,59852,1650692,79100,629461,942131,1932,2141,1579,562,82970,43600,39370,683008,1100,580416,101492,228,685,390,295,19669,10188,9481,647754,74300,46695,526759,634,761,471,290,23192,12191,11001,319930,3700,2350,313880,0,0,5,0,0,0,0,0,0,0,2,1,1,0,6,8,3505,802112,773,204713,1,19000,4,1337,3,1500,10,68950,670,91345,68,15328,0,0,0,0,0,0,17,7253,2732,597399,45600,27.6000003814697,231365,5.44000005722046,224816,5.59999990463257,217922,211670,217358,211022,564,648,161721,156061,56185,55602,0,0,16,7,222903,214693,8210,167454,55430,0,19,263200,252695,10505,199056,64131,0,13,259016,6963,7276,253782161,223035375,30746786,498237724,91,18300844,225952,13,34630,2,2300,1,1000,65,117022,1,15000,8,54200,0,0,1,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36000,3000,0,0,0,0,2,3000,0,0,1,15600,300,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,0,2,28400,700,0,0,0,0,0,0,1,500,0,0,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,15361844,118002,13,34630,2,2300,1,1000,57,80072,0,0,0,0,12,2841000,102450,6,36150,1,15000,4,49500,0,0,1,1800,0,0,0,0,0,0,0,1,18000,1500,0,0,0,0,0,0,1,1500,0,0,0,0,47,6,4,2
"35",56,"WEST VIRGINIA",442014,2445,2838,2070,768,104949,55238,49711,698061,15300,598124,84637,2371,2687,1997,690,101493,53587,47906,599811,1800,575324,22687,17,73,43,30,1672,794,878,78406,13500,22800,42106,57,78,30,48,1784,857,927,19844,0,0,19844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,372745,638,152183,1,3095,4,5905,6,1269,3,7400,572,115014,49,17800,0,0,0,0,0,0,3,1700,1090,220562,23000,19.2199993133545,78474,5.63000011444092,78854,5.6100001335144,76879,73965,76262,73352,617,613,73915,71107,2964,2857,0,0,0,1,76832,71967,4865,73492,3340,0,0,95317,87202,8115,91345,3972,0,0,93435,2061,1957,140538273,95924774,44613499,190651491,59,4012400,54432,4,5192,2,550,0,0,48,42390,2,3100,3,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,191200,4200,0,0,0,0,0,0,6,3400,1,400,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3722800,44732,4,5192,2,550,0,0,42,38990,0,0,0,0,3,98400,5500,0,0,1,2700,2,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,5,3,2
"36",61,"ARIZONA",9658,1,7,0,7,132,72,60,6000,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,7,132,72,60,6000,0,0,6000,0,0,0,0,0,0,0,0,5,0,1,2,2,4,4,5,6,2000,1,1000,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1000,113916,0.0799999982118607,2290,4.21999979019165,2822,3.42000007629395,831,790,302,334,529,456,825,780,0,0,0,0,6,10,5157,2051,3106,5115,17,19,6,5353,2213,3140,5311,18,19,5,3397,168,84,1410295,538355,871940,3440791,1,14560,280,0,0,0,0,0,0,1,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14560,280,0,0,0,0,0,0,1,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,2
"37",62,"COLORADO",39864,142,188,89,99,5033,2755,2278,87915,0,73375,14540,124,156,81,75,4517,2552,1965,75025,0,73025,2000,2,12,0,12,120,0,120,5800,0,0,5800,16,20,8,12,396,203,193,7090,0,350,6740,0,0,0,1,0,0,0,0,0,0,9,11,18,23,7,45,175,39344,30,11385,1,2600,0,0,2,150,2,2000,22,5685,2,150,0,0,0,0,0,0,1,800,145,27959,104500,0.379999995231628,9358,4.26000022888184,10009,3.98000001907349,4605,4352,4427,4174,178,178,4538,4263,34,44,0,0,33,45,15166,10955,4211,14936,204,5,21,16294,11722,4572,16083,197,6,8,15515,232,143,17338101,8840811,8497290,20243303,14,1190600,12750,4,2200,0,0,0,0,9,9550,0,0,1,1000,0,0,0,0,0,0,1,12000,1000,0,0,0,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,119600,2300,0,0,0,0,0,0,3,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1059000,9450,4,2200,0,0,0,0,6,7250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,2
"38",63,"IDAHO",14999,25,33,23,10,1208,602,606,19938,0,16178,3760,21,26,20,6,1048,527,521,16178,0,16178,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,4,160,75,85,3760,0,0,3760,0,0,0,0,26,0,295,15,2471,65,1,0,2,1,6,4,43,10625,11,2860,0,0,0,0,1,150,0,0,5,1010,1,500,0,0,0,0,0,0,4,1200,32,7765,86294,0.170000001788139,4104,3.65000009536743,4622,3.25,897,798,702,725,195,73,754,783,2,2,132,3,9,10,9431,3288,6143,5679,34,3708,10,10313,3680,6633,6501,38,3766,8,5557,39,11,5292205,1926565,3365640,6552681,6,200200,2750,0,0,1,250,1,600,4,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,200200,2750,0,0,1,250,1,600,4,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,5,2
"39",64,"MONTANA",20595,54,65,34,31,1745,1027,718,41170,0,30434,10736,45,46,33,13,1544,965,579,32925,0,30434,2491,1,8,0,8,50,10,40,1200,0,0,1200,8,11,1,10,151,52,99,7045,0,0,7045,0,0,0,0,4,0,12,0,103,10,1,3,5,9,13,47,141,19790,13,5100,1,400,1,1600,0,0,0,0,6,900,3,900,1,100,0,0,0,0,1,1200,128,14690,143776,0.140000000596046,7058,2.92000007629395,9450,2.1800000667572,1134,967,1067,918,67,49,1091,936,9,11,19,2,15,18,12418,6935,5483,11531,101,762,24,13424,7450,5974,12545,108,742,29,11523,137,48,9943411,2728128,7215283,15184522,10,2860600,19580,3,6980,1,400,0,0,6,12200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52000,1000,0,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2808600,18580,3,6980,1,400,0,0,5,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,5,2
"40",65,"NEVADA",42491,53,84,13,71,2373,1279,1094,110493,0,84273,26220,38,56,9,47,1856,1065,791,81273,0,81273,0,0,0,0,0,0,0,0,0,0,0,0,15,28,4,24,517,214,303,29220,0,3000,26220,0,0,0,1,2,0,22,4,161,9,0,0,0,0,0,0,314,158040,28,41940,1,20000,0,0,1,250,0,0,16,5950,2,600,0,0,0,0,0,0,8,15140,286,116100,104125,0.409999996423721,9880,4.30000019073486,12990,3.26999998092651,2762,2575,2480,2392,282,183,2641,2542,22,16,98,12,1,5,24762,11109,13653,22032,154,2571,5,26920,12278,14642,24245,203,2467,5,18652,423,192,25740973,14594722,11146251,31134012,12,2572000,11300,5,7500,0,0,2,950,5,2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62400,1200,0,0,0,0,0,0,2,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2509600,10100,5,7500,0,0,2,950,3,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,5,2
"41",66,"NEW MEXICO",91874,44,72,38,34,1798,1014,784,29886,0,1200,28686,5,5,5,0,188,84,104,1000,0,0,1000,4,21,4,17,486,251,235,16750,0,0,16750,35,46,29,17,1124,679,445,12136,0,1200,10936,0,0,5,4,0,0,0,0,0,0,140,146,110,187,81,307,116,39425,33,9620,1,4000,0,0,2,210,2,1200,3,760,24,3250,0,0,0,0,0,0,1,200,83,29805,121201,0.759999990463257,21449,4.28000020980835,21053,4.3600001335144,14440,14872,14148,14541,292,331,14128,14518,9,10,0,0,303,344,20070,17306,2764,19876,83,0,111,23332,20153,3179,23176,85,0,71,22442,623,557,17784014,9917991,7866023,31349793,5,137350,1525,1,225,0,0,0,0,4,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10400,200,0,0,0,0,0,0,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,126950,1325,1,225,0,0,0,0,3,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,5,2
"42",67,"UTAH",86786,267,408,207,201,21067,9844,11223,150447,0,4151,146296,0,0,0,0,0,0,0,0,0,0,0,4,5,4,1,120,70,50,1300,0,0,1300,263,403,203,200,20947,9774,11173,149147,0,4151,144996,0,0,1,6,6,0,54,2,149,4,5,2,6,11,2,3,133,39177,74,31493,1,3519,3,850,1,2000,0,0,61,8894,0,0,0,0,0,0,0,0,8,16230,59,7684,84476,1.02999997138977,17210,5.03999996185303,18290,4.75,15344,15072,12904,12555,2440,2517,15256,15018,13,18,43,4,32,32,14603,5971,8632,14173,33,357,40,18042,6509,11533,17654,36,316,36,10147,452,439,12565842,7047881,5517961,16159995,10,1578400,14250,3,2700,0,0,3,2900,3,8400,0,0,1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000,250,0,0,0,0,1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,289800,2100,1,700,0,0,0,0,1,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1285600,11900,2,2000,0,0,3,2900,2,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,8,5,2
"43",68,"WYOMING",9118,9,15,7,8,305,190,115,8376,0,2876,5500,4,4,2,2,175,100,75,2876,0,2876,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5,6,130,90,40,5500,0,0,5500,0,0,0,0,0,0,15,1,18,0,0,3,2,5,6,22,31,2603,11,1103,1,103,0,0,0,0,0,0,10,1000,0,0,0,0,0,0,0,0,0,0,20,1500,97883,0.0900000035762787,2248,4.05999994277954,2379,3.82999992370605,449,407,372,341,77,66,420,386,13,8,12,0,4,13,6056,3371,2685,5816,109,126,5,6107,3355,2752,5908,101,97,1,5297,59,15,5516748,863665,4653083,7016748,6,243300,1950,2,550,0,0,0,0,4,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31200,600,0,0,0,0,0,0,2,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,212100,1350,2,550,0,0,0,0,2,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,8,5,2
"44",71,"CALIFORNIA",560247,1548,2444,1054,1390,85507,45217,40290,2946308,59057,1669464,1217787,1342,1883,767,1116,75527,39772,35755,1627733,357,1519348,108028,39,258,189,69,4351,3140,1211,1040836,58200,149516,833120,167,303,98,205,5629,2305,3324,277739,500,600,276639,114,2,25,32,130,13,471,147,1730,362,110,71,146,197,701,564,1617,474299,744,159625,1,2000,13,18278,46,5339,288,29113,268,63940,96,18180,0,0,0,0,1,300,31,22475,873,314674,188981,2.28999996185303,128752,4.34999990463257,126307,4.44000005722046,71086,66043,64203,62083,6883,3960,66446,64340,484,464,3123,449,1033,790,194935,77828,117107,154200,1264,37800,1671,227256,93327,133929,186823,1731,36890,1812,145802,5687,3338,269644068,176527160,93116908,638767017,201,47472756,491903,33,94100,4,9500,4,2700,140,298603,1,300,17,82200,0,0,2,4500,0,0,4,432000,26000,1,3000,0,0,3,23000,0,0,0,0,2,165600,3800,1,3000,0,0,1,800,4,536000,18000,3,8000,0,0,1,10000,0,0,15,2906600,31600,2,3300,2,6500,0,0,8,15800,0,0,2,3000,0,0,1,3000,6,2084000,47000,0,0,0,0,0,0,4,38000,0,0,2,9000,0,0,0,0,7,2697800,13950,2,7000,1,1000,2,1200,2,4750,0,0,141,33849556,239253,28,82800,1,2000,2,1500,108,146953,0,0,2,6000,14,3968400,93400,11,71100,1,300,2,22000,0,0,0,0,1,208000,4000,1,4000,0,0,7,624800,14900,1,1000,1,4000,0,0,4,8400,0,0,1,1500,6,9,5,2
"45",72,"OREGON",90923,637,826,484,342,32593,16753,15840,248022,24500,135778,87744,594,703,429,274,29822,15531,14291,139387,3000,134648,1739,20,69,44,25,1745,1002,743,51123,15500,1130,34493,23,54,11,43,1026,220,806,57512,6000,0,51512,7,0,5,7,9,0,35,12,731,21,6,9,12,7,21,63,2361,334959,166,61532,1,3578,1,1161,1,180,4,4400,126,33547,22,10420,0,0,0,0,3,1096,8,7150,2195,273427,95274,0.949999988079071,18504,4.90999984741211,19372,4.69000005722046,15035,14365,14701,14197,334,168,14783,14275,44,35,158,4,50,51,23959,16837,7122,20964,119,2822,54,28616,20186,8430,25640,143,2789,44,24608,337,285,31798510,17674202,14124308,51558932,35,3657300,45750,4,6350,0,0,0,0,26,30400,0,0,5,9000,0,0,0,0,0,0,2,84000,7000,0,0,0,0,2,7000,0,0,0,0,1,44200,850,1,850,0,0,0,0,1,67600,1300,1,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,104000,2000,0,0,0,0,0,0,2,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3125500,28600,4,6350,0,0,0,0,20,22250,0,0,0,0,2,208000,4000,2,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24000,2000,0,0,0,0,0,0,3,2000,0,0,0,0,41,9,5,2
